ученик_id;имя;пол;возраст;город;тип_школы;любимый_предмет;часов_подготовки_в_неделю;репетитор;кол_во_пробников;пропусков_уроков;мотивация_1_10;часов_сна;средний_балл_года;балл_егэ;сдал;ФИО_полное;email;телефон
486;Владимир;М;16;Ростов-на-Дону;Обычная;Математика;9.8;нет;2;3;6.0;7.7;2.9;64;да;Голубев Владимир Максимович;vladimir.golubev@edu.ru;8 990 710 85 90
487;Максим;М;17;Нижний Новгород;Гимназия;Обществознание;3.5;нет;2;9;5.0;8.0;2.4;44;да;Иванов Максим Сергеевич;maksim487@gmail.com;89784644952
488;София;Ж;17;Ростов-на-Дону;Лицей;Химия;10.8;да;12;0;10.0;8.4;4.2;92;да;Новикова София Егоровна;sofiya.novikova@mail.ru;+7 (991) 876-95-78
489;Анна;Ж;16;Москва;Гимназия;Химия;8.0;да;2;7;8.0;5.7;2.5;75;да;Новикова Анна Николаевна;anna489@outlook.com;89968826982
490;Дарья;Ж;17;Ростов-на-Дону;Гимназия;Английский язык;18.9;нет;6;0;10.0;8.7;3.8;100;да;Соколова Дарья Максимовна;darya.sokolova@yahoo.com;+7 (911) 932-99-69
491;Алиса;Ж;16;Санкт-Петербург;Лицей;Физика;5.9;да;12;4;6.0;9.3;3.3;84;да;Васильева Алиса Дмитриевна;a.vasileva@mail.ru;8 958 417 97 92
492;Ксения;Ж;17;Ростов-на-Дону;Обычная;Физика;6.0;да;13;1;7.0;7.5;4.6;100;да;Виноградова Ксения Артёмовна;kseniya_vinogradova21@gmail.com;+79603373828
493;София;Ж;16;Ростов-на-Дону;Гимназия;История;1.4;да;9;4;6.0;8.9;3.1;69;да;Богданова София Дмитриевна;sofiya.bogdanova@edu.ru;+7-933-472-60-33
494;Виктория;Ж;16;Екатеринбург;Обычная;Английский язык;5.9;нет;10;7;6.0;6.2;3.7;87;да;Морозова Виктория Ивановна;viktoriya_morozova33@yandex.ru;+7 (941) 564-72-13
495;Никита;М;17;Екатеринбург;Обычная;Информатика;0.6;нет;5;10;8.0;6.7;2.4;55;да;Зайцев Никита Артёмович;nikita_zaytsev86@edu.ru;8 960 215 54 71
496;Егор;М;17;Новосибирск;Обычная;Русский язык;4.8;да;10;6;7.0;6.0;2.8;58;да;Зайцев Егор Егорович;e.zaytsev@gmail.com;+79213895487
497;Михаил;М;17;Екатеринбург;Обычная;Математика;4.6;да;9;3;6.0;8.8;3.7;63;да;Зайцев Михаил Артёмович;mikhail497@edu.ru;+7 (916) 620-23-61
498;Тимофей;М;17;Самара;Обычная;Математика;8.2;нет;8;4;5.0;9.3;3.5;81;да;Соколов Тимофей Владимирович;timofey_sokolov93@yandex.ru;+7-941-669-93-19
499;Ксения;Ж;16;Казань;Обычная;Информатика;5.0;да;6;5;9.0;6.9;2.6;74;да;Семёнова Ксения Дмитриевна;kseniya499@edu.ru;8 968 572 61 85
500;Роман;М;16;Казань;Гимназия;Химия;2.4;нет;7;6;5.0;8.0;2.0;46;да;Павлов Роман Артёмович;roman.pavlov@yandex.ru;89307354180
501;Михаил;М;17;Ростов-на-Дону;Лицей;Химия;9.2;нет;8;6;4.0;8.6;2.6;46;да;Попов Михаил Андреевич;mikhail.popov@yandex.ru;89614931853
502;Алиса;Ж;17;Самара;Гимназия;Физика;6.4;да;3;10;8.0;6.5;2.0;46;да;Сидорова Алиса Максимовна;alisa502@yandex.ru;+79887056565
503;Алиса;Ж;17;Екатеринбург;Гимназия;История;2.8;нет;2;8;3.0;6.6;2.1;30;нет;Новикова Алиса Ивановна;a.novikova@rambler.ru;89436579840
504;Виктория;Ж;18;Санкт-Петербург;Обычная;Обществознание;6.5;да;16;7;5.0;7.9;3.4;76;да;Семёнова Виктория Максимовна;v.semenova@yandex.ru;8 984 785 19 83
505;Данил;М;17;Ростов-на-Дону;Лицей;Физика;9.6;да;5;2;7.0;6.3;3.5;87;да;Богданов Данил Сергеевич;danil505@gmail.com;+7-914-706-86-69
506;Иван;М;17;Ростов-на-Дону;Лицей;История;9.3;нет;3;4;3.0;7.1;2.9;59;да;Морозов Иван Дмитриевич;ivan.morozov@mail.ru;+7-971-199-66-32
507;Милана;Ж;18;Казань;Обычная;Химия;3.6;нет;4;11;4.0;8.9;2.0;20;нет;Сидорова Милана Владимировна;milana.sidorova@yahoo.com;+79511718623
508;Егор;М;17;Екатеринбург;Гимназия;История;3.8;нет;4;6;4.0;6.3;2.6;56;да;Лебедев Егор Дмитриевич;e.lebedev@outlook.com;8 998 939 58 51
509;Владимир;М;17;Новосибирск;Гимназия;Математика;7.7;да;4;3;5.0;8.0;2.5;62;да;Новиков Владимир Владимирович;vladimir.novikov@yandex.ru;89827761721
510;Кирилл;М;17;Самара;Обычная;История;6.2;да;5;1;7.0;8.3;4.2;100;да;Лебедев Кирилл Владимирович;kirill510@yandex.ru;89176949110
511;Виктория;Ж;17;Нижний Новгород;Гимназия;История;4.5;нет;2;9;3.0;6.4;2.6;33;да;Соколова Виктория Ивановна;viktoriya.sokolova@yandex.ru;+7-984-252-67-78
512;Алиса;Ж;18;Новосибирск;Обычная;История;9.9;нет;5;5;4.0;7.1;3.4;57;да;Кузнецова Алиса Максимовна;alisa_kuznetsova48@gmail.com;89497308367
513;Арина;Ж;16;Ростов-на-Дону;Гимназия;Обществознание;12.0;нет;6;0;8.0;9.6;4.0;100;да;Иванова Арина Максимовна;a.ivanova@yahoo.com;+79267975048
514;Виктория;Ж;18;Екатеринбург;Лицей;История;16.6;да;10;6;6.0;7.8;3.0;83;да;Петрова Виктория Сергеевна;v.petrova@edu.ru;+7 (986) 411-65-54
515;Алиса;Ж;17;Новосибирск;Обычная;Английский язык;6.2;нет;7;4;7.0;8.0;3.8;71;да;Лебедева Алиса Ивановна;a.lebedeva@yandex.ru;8 974 108 88 75
516;Матвей;М;17;Ростов-на-Дону;Гимназия;История;9.2;нет;6;5;10.0;9.0;2.4;77;да;Павлов Матвей Дмитриевич;matvey.pavlov@rambler.ru;+7-916-972-47-17
517;Ксения;Ж;17;Новосибирск;Обычная;Химия;8.8;нет;4;8;6.0;6.8;3.3;59;да;Богданова Ксения Сергеевна;k.bogdanova@outlook.com;+7-970-154-10-81
518;Александр;М;17;Новосибирск;Обычная;Обществознание;9.9;да;8;5;8.0;6.0;3.4;92;да;Сидоров Александр Андреевич;aleksandr_sidorov93@yandex.ru;89149814613
519;Егор;М;16;Новосибирск;Лицей;История;5.1;нет;6;8;7.0;8.9;3.0;58;да;Зайцев Егор Иванович;e.zaytsev@yahoo.com;+7-955-819-85-60
520;Ксения;Ж;18;Санкт-Петербург;Лицей;Биология;11.1;да;10;1;7.0;7.4;4.1;92;да;Васильева Ксения Сергеевна;kseniya520@yandex.ru;8 991 491 61 58
521;Владимир;М;17;Казань;Обычная;Биология;7.3;нет;5;6;5.0;7.7;2.0;29;нет;Виноградов Владимир Егорович;vladimir.vinogradov@yandex.ru;8 969 316 94 32
522;Кирилл;М;18;Москва;Лицей;Информатика;14.5;нет;10;5;6.0;6.2;3.3;75;да;Соколов Кирилл Сергеевич;k.sokolov@yandex.ru;+7-917-292-81-59
523;Максим;М;17;Нижний Новгород;Обычная;Биология;8.5;нет;4;3;7.0;7.5;2.9;63;да;Соловьёв Максим Дмитриевич;maksim523@mail.ru;89532574695
524;Мария;Ж;17;Екатеринбург;Обычная;Химия;9.4;нет;3;8;4.0;5.5;2.5;59;да;Павлова Мария Сергеевна;mariya524@mail.ru;+7 (917) 111-19-92
525;Данил;М;17;Ростов-на-Дону;Лицей;Русский язык;5.1;нет;3;5;5.0;7.1;3.2;65;да;Соловьёв Данил Николаевич;d.solovev@yandex.ru;8 918 838 72 94
526;Александр;М;17;Екатеринбург;Обычная;Информатика;9.2;нет;8;2;5.0;6.0;2.5;62;да;Лебедев Александр Николаевич;aleksandr_lebedev83@yandex.ru;8 917 186 27 92
527;Виктория;Ж;17;Москва;Обычная;Английский язык;1.7;нет;4;7;1.0;5.6;2.4;32;да;Кузнецова Виктория Егоровна;v.kuznetsova@yandex.ru;8 958 907 99 87
528;Дмитрий;М;18;Екатеринбург;Гимназия;Физика;11.3;нет;8;7;9.0;6.5;3.2;75;да;Иванов Дмитрий Егорович;dmitriy_ivanov89@gmail.com;8 979 284 68 75
529;София;Ж;18;Санкт-Петербург;Гимназия;История;13.5;да;5;7;9.0;4.0;2.9;64;да;Смирнова София Николаевна;sofiya_smirnova27@yandex.ru;+7-970-939-67-59
530;Милана;Ж;17;Москва;Лицей;Информатика;8.5;нет;8;6;7.0;5.7;3.3;80;да;Васильева Милана Егоровна;m.vasileva@yahoo.com;+7 (928) 290-64-87
531;Анна;Ж;17;Нижний Новгород;Лицей;Физика;0.0;нет;6;12;6.0;7.6;2.4;43;да;Лебедева Анна Егоровна;anna_lebedeva83@gmail.com;+7-973-610-40-74
532;Александр;М;17;Москва;Гимназия;Информатика;7.9;нет;12;1;9.0;7.6;3.0;85;да;Попов Александр Максимович;a.popov@outlook.com;+7 (952) 659-83-56
533;Матвей;М;17;Новосибирск;Гимназия;Английский язык;9.4;нет;7;5;2.0;5.4;2.9;44;да;Семёнов Матвей Максимович;matvey533@yandex.ru;+7 (904) 681-71-57
534;Максим;М;17;Ростов-на-Дону;Обычная;Русский язык;8.5;нет;2;6;;7.5;2.9;65;да;Зайцев Максим Сергеевич;m.zaytsev@outlook.com;89745939820
535;Ева;Ж;17;Казань;Обычная;История;7.1;да;4;5;5.0;5.8;2.7;64;да;Петрова Ева Николаевна;eva.petrova@yandex.ru;8 993 848 77 45
536;Александр;М;16;Нижний Новгород;Обычная;Обществознание;16.0;нет;8;0;10.0;8.3;3.8;100;да;Голубев Александр Дмитриевич;aleksandr.golubev@mail.ru;+7 (966) 180-76-88
537;Максим;М;16;Новосибирск;Обычная;Русский язык;10.9;да;6;3;6.0;7.0;3.3;79;да;Лебедев Максим Николаевич;maksim_lebedev17@yahoo.com;+7 (931) 583-90-94
538;Дмитрий;М;18;Москва;Обычная;История;12.2;да;4;5;8.0;6.5;3.2;74;да;Смирнов Дмитрий Николаевич;dmitriy538@mail.ru;+7-987-748-79-84
539;Варвара;Ж;17;Санкт-Петербург;Лицей;Биология;13.2;да;9;6;6.0;7.0;3.7;85;да;Зайцева Варвара Андреевна;v.zaytseva@outlook.com;+7 (978) 154-53-78
540;Данил;М;18;Москва;Лицей;Информатика;7.8;да;4;11;8.0;9.4;2.4;52;да;Кузнецов Данил Андреевич;danil.kuznetsov@gmail.com;+79605647570
541;Ксения;Ж;17;Санкт-Петербург;Гимназия;Русский язык;9.3;да;4;5;5.0;6.1;3.1;75;да;Зайцева Ксения Егоровна;kseniya.zaytseva@gmail.com;+7-993-439-63-55
542;Иван;М;17;Санкт-Петербург;Обычная;Английский язык;17.6;нет;10;10;10.0;7.9;4.9;100;да;Семёнов Иван Александрович;ivan_semenov28@gmail.com;+79372711498
543;Дмитрий;М;17;Ростов-на-Дону;Обычная;Русский язык;7.2;да;7;5;7.0;8.0;3.5;65;да;Голубев Дмитрий Максимович;dmitriy.golubev@yahoo.com;+7 (995) 411-82-43
544;Михаил;М;18;Самара;Обычная;Английский язык;5.8;нет;7;6;7.0;5.9;3.0;70;да;Богданов Михаил Владимирович;mikhail_bogdanov81@yandex.ru;+79805848431
545;Алиса;Ж;17;Казань;Обычная;Биология;16.5;да;5;6;7.0;5.3;2.7;78;да;Морозова Алиса Дмитриевна;alisa545@yahoo.com;+7 (906) 772-47-89
546;Данил;М;17;Нижний Новгород;Обычная;Обществознание;11.6;нет;7;6;6.0;;3.6;79;да;Зайцев Данил Андреевич;danil546@yandex.ru;+79365962026
547;Кирилл;М;17;Санкт-Петербург;Гимназия;Физика;5.2;нет;8;9;1.0;7.3;2.4;30;нет;Богданов Кирилл Николаевич;k.bogdanov@gmail.com;89099714542
548;Ева;Ж;16;Нижний Новгород;Обычная;Математика;3.4;да;10;9;6.0;6.1;2.0;40;да;Семёнова Ева Николаевна;eva.semenova@gmail.com;+7 (978) 387-45-42
549;Ксения;Ж;17;Санкт-Петербург;Лицей;Биология;6.3;нет;8;2;5.0;6.8;3.2;69;да;Васильева Ксения Александровна;kseniya.vasileva@yandex.ru;+79942148732
550;София;Ж;17;Нижний Новгород;Обычная;Информатика;5.9;нет;4;7;8.0;7.9;2.6;67;да;Голубева София Александровна;s.golubeva@mail.ru;+7-994-254-94-67
551;Алиса;Ж;17;Казань;Обычная;Химия;17.7;нет;7;1;8.0;6.4;4.2;93;да;Зайцева Алиса Максимовна;alisa_zaytseva51@rambler.ru;8 922 367 99 40
552;Роман;М;18;Самара;Гимназия;Химия;9.3;да;3;13;8.0;6.8;2.7;70;да;Попов Роман Андреевич;roman.popov@gmail.com;+7-923-918-77-14
553;Дарья;Ж;17;Самара;Гимназия;Физика;0.0;нет;7;7;6.0;4.6;2.0;47;да;Павлова Дарья Дмитриевна;darya553@yandex.ru;8 910 248 86 29
554;Данил;М;17;Казань;Обычная;История;3.3;нет;5;7;1.0;7.0;2.5;42;да;Зайцев Данил Дмитриевич;danil.zaytsev@yandex.ru;8 996 522 59 40
555;Ксения;Ж;17;Москва;Гимназия;Химия;7.6;да;5;12;5.0;6.5;2.0;32;нет;Козлова Ксения Егоровна;kseniya.kozlova@yahoo.com;+79927523136
556;Мария;Ж;16;Казань;Обычная;Биология;6.4;нет;7;6;5.0;7.9;2.1;61;да;Лебедева Мария Егоровна;mariya.lebedeva@outlook.com;+7-993-962-54-16
557;Милана;Ж;17;Казань;Гимназия;История;0.2;да;5;6;8.0;5.6;3.6;67;да;Козлова Милана Владимировна;milana.kozlova@gmail.com;89969392416
558;Арина;Ж;17;Новосибирск;Обычная;История;14.3;нет;3;7;7.0;6.6;3.1;72;да;Семёнова Арина Артёмовна;a.semenova@yandex.ru;8 959 508 70 48
559;Вероника;Ж;17;Екатеринбург;Обычная;Физика;14.0;да;9;6;8.0;5.8;4.4;99;да;Павлова Вероника Николаевна;veronika.pavlova@mail.ru;8 995 870 78 39
560;Ева;Ж;16;Ростов-на-Дону;Лицей;История;11.3;да;5;2;7.0;7.1;4.1;77;да;Лебедева Ева Егоровна;eva.lebedeva@mail.ru;+7-987-822-59-70
561;Виктория;Ж;17;Москва;Гимназия;Русский язык;6.0;нет;7;11;4.0;8.7;3.2;52;да;Козлова Виктория Владимировна;viktoriya561@mail.ru;+7-918-643-65-11
562;Иван;М;17;Екатеринбург;Гимназия;Английский язык;5.9;нет;7;10;;6.0;2.0;31;да;Зайцев Иван Александрович;ivan_zaytsev22@mail.ru;+79574919650
563;Иван;М;18;Санкт-Петербург;Обычная;Обществознание;7.7;нет;8;4;3.0;5.5;3.3;64;да;Сидоров Иван Николаевич;i.sidorov@gmail.com;+7-987-142-22-78
564;Владимир;М;17;Екатеринбург;Гимназия;Химия;14.3;нет;8;1;5.0;6.4;3.5;60;да;Новиков Владимир Егорович;vladimir.novikov@gmail.com;+7-955-725-93-44
565;Дарья;Ж;17;Нижний Новгород;Обычная;Русский язык;11.1;да;4;4;3.0;5.2;3.0;69;да;Лебедева Дарья Ивановна;darya_lebedeva55@gmail.com;+79343732242
566;Егор;М;17;Самара;Обычная;Английский язык;11.9;да;9;7;4.0;5.7;3.2;83;да;Козлов Егор Максимович;egor.kozlov@gmail.com;+79505729640
567;Матвей;М;17;Екатеринбург;Обычная;Химия;5.1;да;6;14;5.0;7.5;2.2;46;да;Морозов Матвей Егорович;matvey.morozov@outlook.com;89982997653
568;Данил;М;17;Санкт-Петербург;Обычная;Обществознание;13.3;нет;12;0;9.0;5.9;4.7;98;да;Морозов Данил Николаевич;danil568@yandex.ru;+7 (940) 660-11-96
569;Милана;Ж;16;Ростов-на-Дону;Обычная;Математика;9.3;да;4;11;5.0;7.1;2.0;56;да;Голубева Милана Владимировна;milana_golubeva8@outlook.com;+79081126222
570;Вероника;Ж;17;Новосибирск;Лицей;Информатика;6.8;нет;6;7;6.0;7.3;3.0;74;да;Сидорова Вероника Сергеевна;v.sidorova@mail.ru;89138016754
571;Анна;Ж;17;Новосибирск;Обычная;Физика;0.0;да;3;8;2.0;5.9;2.2;34;нет;Кузнецова Анна Александровна;a.kuznetsova@gmail.com;+7 (992) 390-42-34
572;Никита;М;17;Нижний Новгород;Лицей;Обществознание;7.7;да;2;9;4.0;7.0;2.3;60;да;Кузнецов Никита Николаевич;nikita.kuznetsov@rambler.ru;+79037342117
573;Тимофей;М;17;Казань;Обычная;Химия;15.1;да;11;3;6.0;6.3;4.1;98;да;Лебедев Тимофей Дмитриевич;timofey.lebedev@yandex.ru;+7 (984) 955-37-86
574;Роман;М;17;Ростов-на-Дону;Лицей;Русский язык;9.1;да;4;1;6.0;7.9;3.2;66;да;Соловьёв Роман Максимович;roman.solovev@gmail.com;89902222187
575;Максим;М;18;Москва;Обычная;Биология;12.2;да;9;3;4.0;6.4;3.7;78;да;Кузнецов Максим Дмитриевич;maksim.kuznetsov@yandex.ru;89487729282
576;Артём;М;17;Санкт-Петербург;Обычная;Русский язык;7.4;нет;9;5;8.0;6.6;2.9;71;да;Соколов Артём Владимирович;artem.sokolov@outlook.com;+7-914-812-33-42
577;Дарья;Ж;18;Ростов-на-Дону;Лицей;Химия;10.8;да;2;13;5.0;6.4;3.5;71;да;Сидорова Дарья Сергеевна;darya_sidorova50@mail.ru;8 959 776 19 91
578;Ева;Ж;18;Новосибирск;Гимназия;Английский язык;11.9;нет;8;6;8.0;8.2;4.1;84;да;Васильева Ева Александровна;e.vasileva@gmail.com;+7-935-887-64-98
579;Анна;Ж;17;Ростов-на-Дону;Гимназия;Информатика;5.3;нет;5;9;8.0;7.6;2.9;64;да;Васильева Анна Ивановна;anna579@yandex.ru;+7 (932) 265-19-45
580;Данил;М;17;Ростов-на-Дону;Обычная;Информатика;1.4;нет;3;13;5.0;4.0;2.0;32;нет;Морозов Данил Николаевич;danil_morozov32@yahoo.com;+7-948-497-52-17
581;Артём;М;17;Ростов-на-Дону;Гимназия;Математика;13.7;нет;5;7;7.0;7.1;2.7;70;да;Голубев Артём Николаевич;artem_golubev35@yandex.ru;8 933 282 66 18
582;Алиса;Ж;16;Нижний Новгород;Лицей;Химия;2.7;да;9;1;2.0;5.1;3.2;73;да;Зайцева Алиса Владимировна;alisa_zaytseva16@yandex.ru;8 925 724 60 32
583;Михаил;М;18;Нижний Новгород;Гимназия;Английский язык;11.2;да;10;10;5.0;6.7;2.6;73;да;Васильев Михаил Владимирович;mikhail.vasilev@mail.ru;89132477965
584;Никита;М;16;Екатеринбург;Обычная;Английский язык;0.0;да;5;9;7.0;6.4;2.4;49;да;Петров Никита Егорович;n.petrov@yandex.ru;+7-978-758-23-66
585;Данил;М;17;Нижний Новгород;Обычная;Английский язык;5.4;нет;4;6;6.0;6.4;2.8;57;да;Соколов Данил Сергеевич;danil.sokolov@yahoo.com;+79131351919
586;Виктория;Ж;17;Казань;Обычная;Информатика;4.5;нет;6;2;9.0;7.4;2.0;60;да;Васильева Виктория Максимовна;viktoriya.vasileva@outlook.com;8 993 356 67 12
587;Ева;Ж;18;Самара;Гимназия;Математика;0.0;да;8;6;9.0;7.8;3.0;59;да;Соловьёва Ева Максимовна;eva_soloveva40@mail.ru;+7 (919) 768-91-10
588;Дмитрий;М;17;Санкт-Петербург;Обычная;Физика;5.4;нет;1;8;5.0;5.7;2.9;44;да;Виноградов Дмитрий Андреевич;dmitriy.vinogradov@yandex.ru;+7-985-499-44-29
589;Милана;Ж;17;Новосибирск;Обычная;Русский язык;4.6;нет;4;11;5.0;5.8;2.2;50;да;Иванова Милана Артёмовна;milana589@gmail.com;8 950 688 10 75
590;София;Ж;17;Казань;Лицей;Математика;0.0;нет;5;5;3.0;6.7;2.5;38;да;Виноградова София Артёмовна;sofiya_vinogradova26@gmail.com;+79615466118
591;Арина;Ж;17;Самара;Гимназия;История;13.7;нет;11;6;6.0;5.4;3.4;82;да;Соловьёва Арина Максимовна;arina_soloveva95@rambler.ru;8 928 103 59 98
592;Виктория;Ж;17;Казань;Лицей;Химия;16.2;нет;8;10;6.0;6.7;4.1;77;да;Павлова Виктория Егоровна;v.pavlova@outlook.com;+7-915-680-78-55
593;Никита;М;17;Санкт-Петербург;Лицей;История;13.5;нет;4;10;5.0;8.6;3.4;56;да;Иванов Никита Александрович;nikita_ivanov76@outlook.com;+7 (987) 410-61-17
594;София;Ж;17;Самара;Обычная;Русский язык;8.3;нет;3;9;4.0;5.1;2.4;53;да;Волкова София Максимовна;s.volkova@yandex.ru;8 946 647 53 20
595;Кирилл;М;16;Новосибирск;Гимназия;История;8.6;да;8;7;;6.6;3.2;81;да;Новиков Кирилл Дмитриевич;k.novikov@mail.ru;89978844792
596;Мария;Ж;17;Нижний Новгород;Обычная;Математика;10.9;да;2;9;9.0;6.0;3.4;71;да;Соловьёва Мария Максимовна;mariya.soloveva@yahoo.com;89226671559
597;Варвара;Ж;18;Ростов-на-Дону;Обычная;История;11.3;нет;4;8;7.0;9.1;2.1;58;да;Васильева Варвара Дмитриевна;varvara.vasileva@yandex.ru;+7-938-812-59-23
598;Арина;Ж;17;Самара;Обычная;Обществознание;9.7;нет;6;9;4.0;6.1;2.4;52;да;Голубева Арина Владимировна;arina_golubeva82@gmail.com;89621869066
599;Ева;Ж;17;Новосибирск;Обычная;Физика;2.3;да;3;11;7.0;6.2;2.8;59;да;Голубева Ева Артёмовна;eva_golubeva1@edu.ru;+79171363413
600;Варвара;Ж;17;Санкт-Петербург;Лицей;Физика;5.3;нет;1;8;6.0;5.4;2.1;46;да;Богданова Варвара Андреевна;varvara600@gmail.com;+79306005918
601;Виктория;Ж;18;Ростов-на-Дону;Лицей;Информатика;10.2;да;9;5;6.0;7.1;3.8;71;да;Лебедева Виктория Андреевна;viktoriya.lebedeva@yandex.ru;8 982 415 73 78
602;Арина;Ж;17;Казань;Обычная;Биология;3.0;нет;9;4;7.0;7.5;3.2;69;да;Павлова Арина Егоровна;a.pavlova@yahoo.com;+7-902-137-53-17
603;Ева;Ж;17;Самара;Обычная;Химия;5.1;да;7;10;4.0;5.5;2.0;42;да;Лебедева Ева Сергеевна;eva603@gmail.com;89921436125
604;Артём;М;18;Самара;Обычная;Математика;17.2;нет;4;3;7.0;8.2;2.8;82;да;Козлов Артём Максимович;a.kozlov@gmail.com;+79837837668
605;Анна;Ж;17;Новосибирск;Обычная;Информатика;9.9;нет;3;3;;7.3;3.1;69;да;Васильева Анна Дмитриевна;anna.vasileva@gmail.com;+7 (919) 858-84-39
606;Милана;Ж;17;Санкт-Петербург;Гимназия;Химия;14.9;да;8;3;5.0;8.1;2.9;76;да;Павлова Милана Егоровна;m.pavlova@yandex.ru;+7 (904) 853-28-72
607;Максим;М;17;Новосибирск;Лицей;Биология;8.7;да;5;4;4.0;6.6;3.1;69;да;Иванов Максим Сергеевич;maksim607@mail.ru;89607331541
608;Елизавета;Ж;17;Санкт-Петербург;Обычная;Биология;3.3;нет;12;4;5.0;6.9;2.4;43;да;Соловьёва Елизавета Максимовна;elizaveta608@yandex.ru;+7-901-276-90-16
609;Алиса;Ж;18;Казань;Обычная;Биология;5.7;да;8;8;6.0;6.4;2.0;53;да;Морозова Алиса Андреевна;alisa.morozova@yandex.ru;+79125678831
610;Анна;Ж;17;Новосибирск;Гимназия;Химия;4.8;да;10;12;5.0;8.8;2.8;63;да;Соловьёва Анна Артёмовна;a.soloveva@edu.ru;8 908 937 23 24
611;Арина;Ж;18;Екатеринбург;Гимназия;Химия;7.2;нет;6;4;5.0;7.4;3.8;83;да;Попова Арина Сергеевна;arina611@yandex.ru;+7 (976) 918-88-38
612;Максим;М;18;Санкт-Петербург;Гимназия;Информатика;6.4;да;3;10;6.0;6.3;2.0;40;да;Зайцев Максим Егорович;maksim.zaytsev@yahoo.com;8 925 536 53 96
613;Варвара;Ж;17;Самара;Обычная;Физика;14.5;да;9;4;8.0;6.6;3.0;86;да;Кузнецова Варвара Дмитриевна;v.kuznetsova@yandex.ru;+79412239783
614;Кирилл;М;17;Москва;Обычная;Физика;7.6;да;7;7;3.0;6.7;3.8;81;да;Богданов Кирилл Андреевич;kirill_bogdanov34@mail.ru;+79174293715
615;София;Ж;17;Ростов-на-Дону;Обычная;Информатика;11.4;нет;5;3;9.0;7.2;2.8;66;да;Голубева София Владимировна;sofiya615@mail.ru;+7-922-443-18-25
616;Мария;Ж;17;Казань;Лицей;Математика;9.3;да;9;7;6.0;8.1;3.6;80;да;Иванова Мария Артёмовна;mariya_ivanova58@gmail.com;+7-918-875-63-31
617;Роман;М;17;Новосибирск;Обычная;Русский язык;7.3;да;6;7;6.0;6.0;2.8;67;да;Соловьёв Роман Максимович;r.solovev@yandex.ru;+79702686641
618;Михаил;М;16;Ростов-на-Дону;Лицей;Русский язык;9.5;да;8;2;8.0;7.1;2.8;84;да;Виноградов Михаил Сергеевич;m.vinogradov@mail.ru;+79052362290
619;Дмитрий;М;18;Нижний Новгород;Обычная;Информатика;7.1;да;6;7;8.0;6.7;2.2;47;да;Виноградов Дмитрий Владимирович;dmitriy.vinogradov@mail.ru;8 948 896 30 12
620;Матвей;М;17;Москва;Лицей;Химия;1.3;да;7;10;6.0;6.7;2.0;28;нет;Иванов Матвей Дмитриевич;matvey.ivanov@mail.ru;+7 (910) 106-10-32
621;Иван;М;18;Екатеринбург;Обычная;Русский язык;16.5;да;8;2;7.0;5.2;3.7;94;да;Сидоров Иван Артёмович;ivan621@outlook.com;8 990 767 85 46
622;Александр;М;17;Екатеринбург;Гимназия;Русский язык;6.3;да;4;8;2.0;5.6;2.6;55;да;Васильев Александр Владимирович;aleksandr_vasilev53@yandex.ru;89889267098
623;Владимир;М;17;Ростов-на-Дону;Обычная;Химия;9.1;да;4;5;1.0;5.2;3.7;60;да;Кузнецов Владимир Максимович;vladimir_kuznetsov99@yandex.ru;+79262469144
624;Александр;М;17;Екатеринбург;Лицей;Физика;0.5;нет;6;11;6.0;6.6;2.0;43;да;Зайцев Александр Александрович;aleksandr624@gmail.com;+79575214032
625;Дарья;Ж;17;Ростов-на-Дону;Обычная;Обществознание;12.4;да;6;10;7.0;5.5;2.1;50;да;Попова Дарья Максимовна;darya625@gmail.com;8 988 138 86 33
626;Матвей;М;16;Екатеринбург;Лицей;Русский язык;9.4;да;5;4;4.0;6.4;2.6;65;да;Петров Матвей Андреевич;matvey.petrov@yandex.ru;+7-978-190-90-48
627;Данил;М;17;Санкт-Петербург;Лицей;Химия;8.7;нет;4;7;5.0;5.3;2.1;43;да;Козлов Данил Сергеевич;d.kozlov@edu.ru;89531048140
628;Данил;М;17;Екатеринбург;Обычная;Обществознание;2.7;нет;6;3;5.0;6.6;3.0;64;да;Соловьёв Данил Иванович;danil_solovev91@rambler.ru;+7-915-642-22-89
629;Полина;Ж;18;Ростов-на-Дону;Обычная;Математика;6.1;нет;9;9;5.0;5.8;3.5;56;да;Морозова Полина Максимовна;polina.morozova@yandex.ru;8 997 652 74 38
630;Дмитрий;М;16;Москва;Обычная;Химия;13.9;да;7;4;8.0;8.0;3.5;90;да;Соколов Дмитрий Николаевич;dmitriy_sokolov19@yandex.ru;+7-998-741-94-36
631;Елизавета;Ж;17;Новосибирск;Обычная;Химия;9.9;да;12;6;7.0;7.6;3.3;87;да;Зайцева Елизавета Ивановна;e.zaytseva@mail.ru;8 906 298 24 29
632;Владимир;М;17;Москва;Лицей;Химия;5.1;да;8;0;7.0;7.7;3.8;93;да;Морозов Владимир Иванович;vladimir632@yandex.ru;+7 (963) 280-30-95
633;Дмитрий;М;17;Самара;Обычная;Обществознание;9.0;да;5;8;10.0;6.3;2.2;56;да;Морозов Дмитрий Сергеевич;dmitriy.morozov@edu.ru;89067605646
